107, 0.0, 0
114, 0.0, 0
95, 0.0, 0
91, 0.0, 0
104, 0.0, 0
78, 0.0, 0
128, 0.0, 0
139, 0.0, 0
90, 0.0, 0
148, 0.0, 0
134, 0.0, 0
125, 0.0, 0
121, 0.0, 0
110, 0.0, 0
21, 0.0, 0
94, 0.0, 0
147, 0.0, 0
102, 0.0, 0
98, 0.0, 0
142, 0.0, 0
135, 0.0, 0
116, 0.0, 0
1729, 0.0, 0
133, 0.0, 0
151, 0.0, 0
130, 0.0, 0
107, 0.092, 1
139, 0.0, 0
134, 0.30400000000000005, 1
104, 0.0, 0
125, 0.0, 0
21, 0.0, 0
121, 0.0, 0
147, 0.274, 1
90, 0.0, 0
94, 0.0, 0
95, 0.0, 0
142, 1.2830000000000004, 2
128, 0.0, 0
133, 0.0, 0
102, 0.0, 0
148, 0.8820000000000006, 4
110, 0.8320000000000005, 3
135, 0.39400000000000013, 2
114, 0.3660000000000001, 2
98, 0.3320000000000001, 3
91, 0.9540000000000005, 1
116, 0.0, 0
151, 0.0, 0
130, 0.0, 0
78, 2.8599999999999985, 5
1729, 6.2010000000000005, 4
