114, 0.0, 0
130, 0.0, 0
139, 0.0, 0
78, 0.0, 0
151, 0.0, 0
91, 0.0, 0
95, 0.0, 0
133, 0.0, 0
128, 0.0, 0
94, 0.0, 0
134, 0.0, 0
110, 0.0, 0
21, 0.0, 0
125, 0.0, 0
90, 0.0, 0
102, 0.0, 0
148, 0.0, 0
98, 0.0, 0
142, 0.0, 0
121, 0.0, 0
107, 0.0, 0
147, 0.0, 0
104, 0.0, 0
116, 0.0, 0
135, 0.0, 0
1729, 0.0, 0
107, 0.091, 1
139, 0.0, 0
134, 0.181, 1
125, 0.0, 0
104, 0.8530000000000005, 1
142, 0.243, 1
21, 0.0, 0
147, 0.152, 1
121, 0.0, 0
133, 0.0, 0
90, 0.0, 0
94, 0.0, 0
95, 0.0, 0
102, 0.0, 0
128, 0.0, 0
148, 0.9470000000000005, 4
98, 0.3350000000000001, 3
114, 0.3340000000000001, 2
135, 0.42500000000000016, 1
116, 0.0, 0
151, 0.0, 0
91, 0.9450000000000006, 1
130, 0.0, 0
110, 1.7069999999999999, 3
78, 2.721999999999999, 5
1729, 1.5400000000000003, 3
