148, 0.0, 0
147, 0.0, 0
90, 0.0, 0
121, 0.0, 0
78, 0.0, 0
91, 0.0, 0
151, 0.0, 0
139, 0.0, 0
134, 0.0, 0
128, 0.0, 0
104, 0.0, 0
130, 0.0, 0
21, 0.0, 0
98, 0.0, 0
114, 0.0, 0
94, 0.0, 0
102, 0.0, 0
110, 0.0, 0
95, 0.0, 0
125, 0.0, 0
107, 0.0, 0
142, 0.0, 0
116, 0.0, 0
135, 0.0, 0
133, 0.0, 0
107, 0.0, 0
139, 0.0, 0
134, 0.3360000000000001, 1
104, 0.7920000000000004, 1
125, 0.0, 0
142, 0.0, 0
21, 0.0, 0
147, 0.159, 1
121, 0.0, 0
90, 0.0, 0
94, 0.0, 0
128, 0.0, 0
95, 0.0, 0
133, 0.0, 0
98, 0.182, 3
148, 0.8780000000000006, 3
114, 0.274, 1
135, 0.3640000000000001, 2
102, 0.0, 0
91, 0.8280000000000005, 1
110, 1.1210000000000007, 3
116, 0.0, 0
151, 0.0, 0
130, 0.0, 0
78, 2.8339999999999983, 5
