116, 0.0, 0
148, 0.0, 0
1729, 0.0, 0
151, 0.0, 0
95, 0.0, 0
147, 0.0, 0
91, 0.0, 0
139, 0.0, 0
121, 0.0, 0
78, 0.0, 0
114, 0.0, 0
130, 0.0, 0
90, 0.0, 0
110, 0.0, 0
125, 0.0, 0
94, 0.0, 0
134, 0.0, 0
104, 0.0, 0
102, 0.0, 0
21, 0.0, 0
142, 0.0, 0
98, 0.0, 0
128, 0.0, 0
107, 0.0, 0
135, 0.0, 0
133, 0.0, 0
107, 0.122, 1
139, 0.0, 0
134, 0.121, 1
1729, 1.708, 2
104, 0.7620000000000005, 1
125, 0.0, 0
142, 0.274, 1
21, 0.0, 0
133, 0.0, 0
147, 0.096, 1
121, 0.0, 0
102, 0.0, 0
90, 0.0, 0
95, 0.0, 0
94, 0.0, 0
128, 0.0, 0
98, 0.212, 2
148, 0.8790000000000006, 3
116, 0.0, 0
114, 0.3700000000000001, 2
135, 0.4590000000000002, 1
151, 0.0, 0
91, 0.8550000000000005, 1
130, 0.0, 0
110, 1.713, 3
78, 2.827999999999998, 5
